title,doi,year,authors,abstract,keywords,relevance_score,pdf_url,publisher,journal,type
Malignancies after Chernobyl Accident: What Is True and What Is Untrue,10.4172/2476-2024.1000107,0,Sergei V Jargin,,work performance,0.0,,OMICS Publishing Group,Diagnostic Pathology: Open Access,journal-article
True candour about mistakes means full disclosure of system failures,10.1136/bmj.m104,0,Rajaratnam Jeyarajah,,work performance,0.0,,BMJ,BMJ,journal-article
What Makes True Universal Statements True?,10.1093/oso/9780198854296.003.0007,2020,Bob Hale,"<p>What makes true universal statements true? For example, what makes the statement that <italic>all aardvarks are insectivorous</italic> true? In addressing this question, this chapter focuses especially on how it is to be answered within the framework of what Kit Fine calls <italic>exact truthmaker semantics</italic>. The main aim is to promote an alternative account of the truthmakers for quantified propositions. This chapter also gives some attention to two closely-related questions: first, when, and why, we should favour an alternative to the standard account, and second, whether the alternative account proposed can be accommodated within the framework of exact truthmaker semantics, in Fine’s sense.</p>",work performance,1.0,,Oxford University Press,Essence and Existence,book-chapter
So Good It Has to Be True: Wishful Thinking in Theory of Mind,10.1162/opmi_a_00011,2017,Daniel Hawthorne-Madell; Noah D. Goodman,"<jats:p> In standard decision theory, rational agents are objective, keeping their beliefs independent from their desires. Such agents are the basis for current computational models of Theory of Mind (ToM), but the accuracy of these models are unknown. Do people really think that others do not let their desires color their beliefs? In two experiments we test whether people think that others engage in wishful thinking. We find that participants do think others believe that desirable events are more likely to happen, and that undesirable ones are less likely to happen. However, these beliefs are not well calibrated as people do not let their desires influence their beliefs in the task. Whether accurate or not, thinking that others wishfully think has consequences for reasoning about them. We find one such consequence—people learn more from an informant who thinks an event will happen despite wishing it was otherwise. People’s ToM therefore appears to be more nuanced than the current rational accounts in that it allows other’s desires to directly affect their subjective probability of an event. </jats:p>",work performance,0.4,,MIT Press - Journals,Open Mind,journal-article
"Figure 3: Selected retinal fundus images and their corresponding saliency maps in true-negative and true-positive cases, adapted from work done by Kang et al. (2020) in the attempt to detect of early renal function impairment using fundus images.",10.7717/peerj.17786/fig-3,0,,,work performance,0.0,,PeerJ,,component
Storytelling: True tales from my life experiences,10.1287/lytx.2020.02.06,2020,,,work performance,1.0,,Institute for Operations Research and the Management Sciences (INFORMS),Mar/Apr 2020,dataset
THE TRUE COST OF AUTHENTICITY: WHY SHOWING UP AS YOUR FULL SELF HAS UNEXPECTED CONSEQUENCES,10.1130/abs/2024am-404813,2024, ; Akilah Alwan,,work performance,1.8,,Geological Society of America,Geological Society of America Abstracts with Programs,proceedings-article
"It’s True, It’s True, It’s True",10.5040/9781350207769.00000002,2018, Breach,,work performance,0.6,,Oberon Books,"It’s True, It’s True, It’s True",other
Measurement of the True Incidence of Secondary Haemorrhage Post Tonsillectomy,10.31031/smoaj.2018.02.000529,0,Vik Veer,,work performance,0.0,,Crimson Publishers,Surgical Medicine Open Access Journal,journal-article
Open access: The true cost of science publishing,10.1038/495426a,2013,Richard Van Noorden,,work performance,0.0,http://www.nature.com/articles/495426a.pdf,Springer Science and Business Media LLC,Nature,journal-article
Resin-bonded bridges made from zirconia ceramic - A true alternative to single tooth implants,10.4172/2572-4835-c1-004,2018,Matthias Kern,,work performance,0.6,,OMICS Publishing Group,Dental Implants and Dentures Open Access,journal-article
The ‘True’ Democracy and the ‘True’ Self-Organization: Regulative Ideas or Reasons for Doubtful Estimations?,10.31269/triplec.v7i1.119,0,Iryna Dobronravova,<jats:p>The way from theoretical principles to the estimation of real events is often affected by personal preferences. This problem is typical for the post-non-classical situation in science in which authors are not indifferent toward their topics. The article uses the example of Ukrainian ‘Orange revolution’ in its consideration of how to avoid the classical position of high judgment from the point of view of pure ideas.</jats:p>,work performance,0.0,https://www.triple-c.at/index.php/tripleC/article/download/119/84,Information Society Research,"tripleC: Communication, Capitalism &amp; Critique. Open Access Journal for a Global Sustainable Information Society",journal-article
The True Dream,10.4324/9781315403908-2,2017,,,work performance,0.4,,Routledge,The True Dream,book-chapter
Just for Work,10.2307/j.ctv287sk8h.5,2007,,,work performance,0.0,,Berghahn Books,Escape From Hell,book-chapter
Work – German Style,10.2307/j.ctv287sk8h.6,2007,,,work performance,0.0,,Berghahn Books,Escape From Hell,book-chapter
INTRODUCTION: ‘TRUE STORIES’,10.12987/9780300231601-001,2020,,,work performance,1.0,,Yale University Press,True Stories,book-chapter
"George Box’s Realization, That All Models, Especially Statistical Models, Are Wrong Means That It Is Impossible for There to Be Any True Probabilities, True Models, True Theories, True Expectations or True (Accepted) Hypotheses: The Claims, Made By Rational Expectations Proponents About True Objective Probabilities, True Models, True Expectations, True Expected Values, etc., Have No Scientific Foundation",10.2139/ssrn.3623958,0,Michael Emmett Brady,,work performance,0.0,,Elsevier BV,SSRN Electronic Journal,journal-article
Giun’s <i>Verse Comments and Capping Phrases</i>,10.1093/oso/9780190941345.003.0003,2020,Steven Heine,"<jats:title>Abstract</jats:title>
               <jats:p>This chapter provides a complete translation of Giun’s verse comments on the Treasury of the True Dharma Eye along with the original kanbun (Sino-Japanese) text composed in the fourteenth century, including the four-line verses and capping phrases written by Giun and those by Honkō from the eighteenth century. In addition, the preface by Giun is included. A complete list of the fascicles with the translation, romanization, and original characters is also presented. The chapter additionally features the author’s own interpretative remarks concerning Giun’s medieval commentary by highlighting the meaning and significance of each of the 60 fascicles and discussing the symbolism and ramification of key examples of Giun’s and Honkō’s poetic imagery. Reading through these materials highlights various literary motifs and religious themes that characterize the verse comments.</jats:p>",work performance,1.0,,Oxford University PressNew York,Flowers Blooming on a Withered Tree,book-chapter
Privileged access,10.1017/cbo9780511625367.006,1992,,,work performance,0.0,,Cambridge University Press,The Nature of True Minds,book-chapter
"It's True, It's True, It's True: Artemisia on Trial by Breach Theatre",10.1353/tj.2020.0106,2020,Ellen Mackay,,work performance,1.0,,Project MUSE,Theatre Journal,journal-article
2 Work – German Style,10.1515/9781789209433-004,2022,,,work performance,1.4,,Berghahn Books,Escape From Hell,book-chapter
1 Just for Work,10.1515/9781789209433-003,2022,,,work performance,1.4,,Berghahn Books,Escape From Hell,book-chapter
Screening Films for Full Houses: The 2020 True/False Festival Finds an Enthusiastic Audience,10.3998/fc.13761232.0044.306,0,Brad Prager,,work performance,0.0,,University of Michigan Library,Film Criticism,journal-article
"Vidyānandin, the Satyaśāsanaparīkā and the present work",10.2307/j.ctvzgb7nn.5,2020,,,work performance,1.0,,Harrassowitz Verlag,Examination into the True Teaching,book-chapter
1 True-Crime Obsessions,10.1515/9781626379138-002,2020,,,work performance,1.0,,Lynne Rienner Publishers,"Fear, Justice, and Modern True Crime",book-chapter
Mobile Phone Contamination in Clinical Environments ‘The True Extent’,10.1099/acmi.fis2019.po0001,2020,Rebecca Simmonds; Emma Hayhust,"<jats:p>Smart phones are integral , especially within healthcare. However, there are increasing concerns regarding their contamination and potential infection control risk. Bacteria under selective pressure can rapidly acquire resistant mechanisms leading to the assumption; mobile phones used within clinical environment may harbour bacteria associated with a higher infection mortality rate.</jats:p>
               <jats:p>Using next generation sequencing technology, characterise the true extent of bacterial contamination on mobile phones of hospital staff and determine the presence of multi-drug resistant bacteria associated with hospital acquired infections.</jats:p>
               <jats:p>DNA was extracted from the swab tips of 450 Particpant’s mobile phones. 16S rRNA primers were used to characterise and compare the microbiome on devices from the hospital staff and a control group. <jats:italic>Staphylococcus aureus</jats:italic> and <jats:italic>Enterococcus faecalis</jats:italic> underwent Kirby Baur disc diffusion.</jats:p>
               <jats:p>Results The microbiome revealed the extent of contamination far exceeds anything previously reported. In particular, gram-negative bacteria (including several important potential pathogens) were grossly under detected. 198 bacteria genus were discovered on mobile phones of which 34 were unique to the hospital. Differences were also detected between hospital departments. MRSA, VRSA and VRE were only detected within the hospital group.</jats:p>
               <jats:p>Our results indicate traditional culture-dependent swabbing methods don’t provide an accurate account of mobile phone contamination. This may also be true in other areas relevant to infection control. Used within clinical environments could expose patients to unknown levels of multi drug resistant bacteria. Decontamination between patient contact should be a necessity to prevent the undermining of hand hygiene and the transmission of MDR bacteria.</jats:p>",work performance,1.0,,Microbiology Society,Access Microbiology,journal-article
3 Modern True Crime,10.1515/9781626379138-004,2020,,,work performance,1.0,,Lynne Rienner Publishers,"Fear, Justice, and Modern True Crime",book-chapter
Phd Support Groups: From Sceptic to True Believer,10.47967/tor2022/vol8.14,0,Kim Collet,"<jats:p>PhDs can be lonely and challenging endeavours; students come across setbacks, imposter syndrome sets in, motivation wanes and productivity slows (Denman et al, 2018 : Gin et al, 2021). However, when students can access quality support, these issues can be overcome (Naylor et al, 2018 : Elliot, 2020). Nonetheless, there can be challenges in being able to access this and pitfalls leading to negative experiences. In order to explore this, this essay will reflect on my own experiences of one type of support: informal PhD support groups. I joined my support group when I started to struggle with my PhD in 2021 despite my scepticism of the benefits and time ‘cost’. However, it has offered me the benefits of advice, reassurance, community and collaboration by the way in which it is run and how the members approach it. Thus, I have been converted from sceptic to true believer and I will conclude this essay by encouraging all fellow PhD students to give them a chance. Keywords: PhD support groups, advice, reassurance, community, collaboration</jats:p>",work performance,0.0,,South West Doctoral Training Partnership,The Open Review Journal,journal-article
true date-time group,10.1007/springerreference_27565,0,,,employee engagement,0.0,,Springer-Verlag,SpringerReference,reference-entry
P-glycoprotein Expressing-B cell associated Active True Renal Lupus Vasculitis in Lupus Nephritis,10.35248/2684-1630.20.5.150,0,Shizuyo Tsujimura; Akio Kawabe; Yoshiya Tanaka,,employee engagement,0.0,,Longdom Group,Lupus: Open Access,journal-article
One “True” Meaning,10.3998/ergo.6783,0,Poppy Mankowitz,"<jats:p>Some words express different meanings in different contexts, such as “bank” and “I.” Linguistic alethic pluralists claim that “true” is another such word. This is a surprising thesis that holds implications for debates about the nature of truth. Yet it is in need of careful elaboration and evaluation. I describe several versions of linguistic alethic pluralism, alongside tests that natural language theorists use to identify different types of meaning variation. I also consider empirical studies that have recently targeted the use of “true.” I conclude that there is currently no evidence for linguistic alethic pluralism, and unlikely to be any forthcoming.</jats:p>",employee engagement,0.0,,University of Michigan Library,Ergo an Open Access Journal of Philosophy,journal-article
"Measuring Change: Does Engagement Flourish, Fade, or Stay True?",10.4337/9781849806374.00013,2010,Helena D. Cooper-Thomas; Nicola Leighton; Jessica Xu; Neal Knight-Turvey,,employee engagement,0.0,,Edward Elgar Publishing,Handbook of Employee Engagement,book-chapter
Another Way the River Has: Taut True Tales from the Northwest,10.1353/book83958,2010,Robin Cody,,employee engagement,0.0,,Oregon State University Press,,monograph
The True Value of Open-Water Hydraulic Access Using Coiled Tubing,10.2118/199818-ms,2020,Mike Avery; Robert Greenaway; Robert Large; Phillip Rice,"<jats:title>Abstract</jats:title>
               <jats:p>As the global well base continues to increase, it is becoming apparent that under-investment in maintenance has helped contribute to a decreasing average production per subsea well. To combat this trend, more focused and cost-effective intervention techniques have emerged such as open-water hydraulic access (OWHA) using coiled tubing (CT).</jats:p>
               <jats:p>OWHA using CT provides operators with a fit-for-purpose solution to deliver fluids to a subsea well without the requirement for mechanical intervention. In scenarios which meet the requirements outlined within this paper, OWHA using CT offers an attractive alternative to conventional intervention approaches.</jats:p>
               <jats:p>Three predominant configurations of OWHA CT systems are apparent, all developed around differing drivers: a conventional system using a CT injector head (IH), a specialized system using a CT IH, and a powered reeler with deployment sheave. Both the benefits and limitations of each are considered to guide the reader in selecting the correct configuration for their application.</jats:p>
               <jats:p>The primary cost driver for hydraulic intervention is vessel selection. Factors including regional availability, mobilization requirements, and specification are key to the selection process. An advantage of OWHA using CT is the ability to use a vessel of opportunity due to the decreased equipment footprint and specification; this directly enhances service flexibility and cost management.</jats:p>
               <jats:p>When compared to alternative oil sources, the comparative cost per barrel of oil unlocked by OHWA is at least 43% less than the closest alternative. When compared to alternative intervention approaches, the simplified equipment and requirements result in a reduced total cost thus enhanced return on investment with accelerated payback.</jats:p>
               <jats:p>Using average global vessel rates and generalized assumptions, for a single well intervention the total costs can be in the order of the following magnitudes: floating rig USD 9-16M, light well USD 6-10M, OWHA USD 2-5M. Using an average well production gain of 1,950 BOPD this gives a typical payback time period of ~9 months for a rig and ~3 months for OWHA.</jats:p>
               <jats:p>In scenarios which meet the requirements outlined within this paper, OWHA provides the most economical solution with the ability to provide positive returns in the same financial year.</jats:p>",employee engagement,1.0,https://onepetro.org/SPECTWI/proceedings-pdf/doi/10.2118/199818-MS/2353856/spe-199818-ms.pdf,SPE,SPE/ICoTA Well Intervention Conference and Exhibition,proceedings-article
Is Knowledge Justified True Belief?,10.31219/osf.io/yev3s,0,John Turri,"<p>Is knowledge justified true belief? Most philosophers believe that the answer is clearly ‘no’, as demonstrated by Gettier cases. But Gettier cases don’t obviously refute the traditional view that knowledge is justified true belief (JTB). There are ways of resisting Gettier cases, at least one of which is partly successful. Nevertheless, when properly understood, Gettier cases point to a flaw in JTB, though it takes some work to appreciate just what it is. The nature of the flaw helps us better understand the nature of knowledge and epistemic justification. I propose a crucial improvement to the traditional view, relying on an intuitive and independently plausible metaphysical distinction pertaining to the manifestation of intellectual powers, which supplements the traditional components of justification, truth and belief.</p>",employee engagement,0.0,,Center for Open Science,,posted-content
Bacteria as true residents in the gastrointestinal tract of commercially reared fish,10.4172/2471-9315-c1-004,2017,Konstantinos Kormas,,employee engagement,0.4,,OMICS Publishing Group,Applied Microbiology: Open Access,journal-article
Access controls on bmj.com: Restore true open access to bmj.com,10.1136/bmj.330.7496.904,2005,Iain Chalmers,,employee engagement,0.0,,BMJ,BMJ,journal-article
A Dream Come True,10.33552/oajap.2019.02.000531,0,Kurt Forrer,,employee engagement,0.0,,Iris Publishers LLC,Open Access Journal of Addiction and Psychology,journal-article
RAVA: An Open Hardware True Random Number Generator Based on Avalanche Noise,10.1109/access.2023.3327325,2023,Gabriel Guerrer,,employee engagement,1.6,,Institute of Electrical and Electronics Engineers (IEEE),IEEE Access,journal-article
He Has What?,10.4324/9781003526810-10,2024,Robert O. Blanc,,employee engagement,1.8,,Routledge,True Stories From the Athletic Training Room,book-chapter
Being Underemployed is the True Test of Who You Really are - The Nexus of Underemployment and Employee Engagement:  Evidence from Sri Lanka,10.31357/icbm.v18.5844,0,N. Jasintha,"<jats:p>The current study intends to explore the nexus of underemployment and employee engagement among development officers in Sri Lanka. This study integrates the person-job fit theory with underemployment and employee engagement research. Employment possibilities exist for graduates in specific fields, but for a sizable number of graduates, finding a job has become the biggest challenge. As a result, improving graduate employability without having underemployment is a problem for the Sri Lankan university system. Expecting higher outcomes from underemployed employees has become pervasive by nature in Sri Lanka. Though previous studies paid attention to engagement level, little attention was paid to underemployment as an antecedent of employee engagement among the development officers, with the effect of age and gender as moderators. In addition to that, this study sheds new light on the underemployment level of development officers in Sri Lanka. A survey research strategy was used and data were collected from conveniently chosen 549 development officers working in the public sector. The Smart PLS 3.0 was utilised to analyse the data with a Multi group Analysis test to determine the age and gender effect on the nexus between underemployment and engagement. The results revealed that the individuals with the perception of underemployment are more likely to have lower employee engagement. No significant effects of age and gender were found in the nexus between underemployment and employee engagement. The study advances the boundaries of Human Resource Management literature while also providing helpful practical applications to the community. Policymakers can make more policies towards graduates to give them more proper job opportunities. This study can be done in a longitudinal way in order to identify the actual level of engagement throughout the period of time for a better understanding of development officers.&#x0D;
Keywords: Underemployment, Employee Engagement, Development Officers, Age and Gender</jats:p>",employee engagement,5.0,http://journals.sjp.ac.lk/index.php/icbm/article/download/5844/4356,University of Sri Jayewardenepura,Proceedings of International Conference on Business Management,journal-article
A True Symbiosis for the Mitochondria Evolution,10.4172/2167-7662.1000137,0,Alessandro Morelli; Camillo Rosano,,employee engagement,0.0,,OMICS Publishing Group,Bioenergetics: Open Access,journal-article
Full-Text Search on Data with Access Control,10.31219/osf.io/4rwj5,0,Ahmad Zaky,"<p>Full-Text Search combined with access control has a wide range of applications. Unfortunately, there are only few (if not zero) researches that combine the two. While inverted index is already used widely for full-text searching, we try to use generalized suffix tree for its ability to search for any substring within a document, not only exact word occurrence. Theoretically, the time and memory needed to index a collection of documents is linear in the total size of the documents. However, our implementation requires memory more than 1200 times of the size of documents. A further analysis shows that at least 32 times is needed, but will require longer indexing time. In conclusion, generalized suffix tree may not suitable for large amount of data. In the other hand, the search using generalized suffix tree is 3 times faster than inverted index. Suffix tree can be used only if substring search is required (e.g. DNA processing), or where time is significantly more important than memory (e.g. search autocomplete system). The access control itself acts as filter after the documents yielded from searching through the index.</p>",employee engagement,0.0,,Center for Open Science,,posted-content
ANZOP ACOFT Melb 2019 true time delay,10.31219/osf.io/sd42j,0,David Moss,<p>A microwave photonic true time delay line based on an integrated Kerr comb source with 49 GHz free spectral range was proposed and demonstrated. We theoretically analyze the performance of a phased array antenna and show that this large channel count results in a highangular resolution and wide beam-steering tunable range.</p>,employee engagement,0.0,,Center for Open Science,,posted-content
Physiological Level of LDL Cholesterol: The Master Key A Nobel Dream Comes True,10.4172/2329-6607.1000223,0,Morales Villegas EC; Ray KK,,employee engagement,0.0,,OMICS Publishing Group,Cardiovascular Pharmacology: Open Access,journal-article
Preface to the Text and Translation,10.2307/j.ctvzgb7nn.8,2020,,,employee engagement,1.0,,Harrassowitz Verlag,Examination into the True Teaching,book-chapter
Malignancies after Chernobyl Accident: What Is True and What Is Untrue,10.4172/2476-2024.1000107,0,Sergei V Jargin,,employee engagement,0.0,,OMICS Publishing Group,Diagnostic Pathology: Open Access,journal-article
True candour about mistakes means full disclosure of system failures,10.1136/bmj.m104,0,Rajaratnam Jeyarajah,,employee engagement,0.0,,BMJ,BMJ,journal-article
What Makes True Universal Statements True?,10.1093/oso/9780198854296.003.0007,2020,Bob Hale,"<p>What makes true universal statements true? For example, what makes the statement that <italic>all aardvarks are insectivorous</italic> true? In addressing this question, this chapter focuses especially on how it is to be answered within the framework of what Kit Fine calls <italic>exact truthmaker semantics</italic>. The main aim is to promote an alternative account of the truthmakers for quantified propositions. This chapter also gives some attention to two closely-related questions: first, when, and why, we should favour an alternative to the standard account, and second, whether the alternative account proposed can be accommodated within the framework of exact truthmaker semantics, in Fine’s sense.</p>",employee engagement,1.0,,Oxford University Press,Essence and Existence,book-chapter
So Good It Has to Be True: Wishful Thinking in Theory of Mind,10.1162/opmi_a_00011,2017,Daniel Hawthorne-Madell; Noah D. Goodman,"<jats:p> In standard decision theory, rational agents are objective, keeping their beliefs independent from their desires. Such agents are the basis for current computational models of Theory of Mind (ToM), but the accuracy of these models are unknown. Do people really think that others do not let their desires color their beliefs? In two experiments we test whether people think that others engage in wishful thinking. We find that participants do think others believe that desirable events are more likely to happen, and that undesirable ones are less likely to happen. However, these beliefs are not well calibrated as people do not let their desires influence their beliefs in the task. Whether accurate or not, thinking that others wishfully think has consequences for reasoning about them. We find one such consequence—people learn more from an informant who thinks an event will happen despite wishing it was otherwise. People’s ToM therefore appears to be more nuanced than the current rational accounts in that it allows other’s desires to directly affect their subjective probability of an event. </jats:p>",employee engagement,0.4,,MIT Press - Journals,Open Mind,journal-article
Storytelling: True tales from my life experiences,10.1287/lytx.2020.02.06,2020,,,employee engagement,1.0,,Institute for Operations Research and the Management Sciences (INFORMS),Mar/Apr 2020,dataset
"It’s True, It’s True, It’s True",10.5040/9781350207769.00000002,2018, Breach,,employee engagement,0.6,,Oberon Books,"It’s True, It’s True, It’s True",other
THE TRUE COST OF AUTHENTICITY: WHY SHOWING UP AS YOUR FULL SELF HAS UNEXPECTED CONSEQUENCES,10.1130/abs/2024am-404813,2024, ; Akilah Alwan,,employee engagement,1.8,,Geological Society of America,Geological Society of America Abstracts with Programs,proceedings-article
Measurement of the True Incidence of Secondary Haemorrhage Post Tonsillectomy,10.31031/smoaj.2018.02.000529,0,Vik Veer,,employee engagement,0.0,,Crimson Publishers,Surgical Medicine Open Access Journal,journal-article
Open access: The true cost of science publishing,10.1038/495426a,2013,Richard Van Noorden,,employee engagement,0.0,http://www.nature.com/articles/495426a.pdf,Springer Science and Business Media LLC,Nature,journal-article
Resin-bonded bridges made from zirconia ceramic - A true alternative to single tooth implants,10.4172/2572-4835-c1-004,2018,Matthias Kern,,employee engagement,0.6,,OMICS Publishing Group,Dental Implants and Dentures Open Access,journal-article
The ‘True’ Democracy and the ‘True’ Self-Organization: Regulative Ideas or Reasons for Doubtful Estimations?,10.31269/triplec.v7i1.119,0,Iryna Dobronravova,<jats:p>The way from theoretical principles to the estimation of real events is often affected by personal preferences. This problem is typical for the post-non-classical situation in science in which authors are not indifferent toward their topics. The article uses the example of Ukrainian ‘Orange revolution’ in its consideration of how to avoid the classical position of high judgment from the point of view of pure ideas.</jats:p>,employee engagement,0.0,https://www.triple-c.at/index.php/tripleC/article/download/119/84,Information Society Research,"tripleC: Communication, Capitalism &amp; Critique. Open Access Journal for a Global Sustainable Information Society",journal-article
The True Dream,10.4324/9781315403908-2,2017,,,employee engagement,0.4,,Routledge,The True Dream,book-chapter
The True Cost of Debt,10.1108/eum0000000002829,1989,S. Johnson,,employee engagement,0.0,,Emerald,Employee Counselling Today,journal-article
INTRODUCTION: ‘TRUE STORIES’,10.12987/9780300231601-001,2020,,,employee engagement,1.0,,Yale University Press,True Stories,book-chapter
Privileged access,10.1017/cbo9780511625367.006,1992,,,employee engagement,0.0,,Cambridge University Press,The Nature of True Minds,book-chapter
"George Box’s Realization, That All Models, Especially Statistical Models, Are Wrong Means That It Is Impossible for There to Be Any True Probabilities, True Models, True Theories, True Expectations or True (Accepted) Hypotheses: The Claims, Made By Rational Expectations Proponents About True Objective Probabilities, True Models, True Expectations, True Expected Values, etc., Have No Scientific Foundation",10.2139/ssrn.3623958,0,Michael Emmett Brady,,employee engagement,0.0,,Elsevier BV,SSRN Electronic Journal,journal-article
"It's True, It's True, It's True: Artemisia on Trial by Breach Theatre",10.1353/tj.2020.0106,2020,Ellen Mackay,,employee engagement,1.0,,Project MUSE,Theatre Journal,journal-article
Giun’s <i>Verse Comments and Capping Phrases</i>,10.1093/oso/9780190941345.003.0003,2020,Steven Heine,"<jats:title>Abstract</jats:title>
               <jats:p>This chapter provides a complete translation of Giun’s verse comments on the Treasury of the True Dharma Eye along with the original kanbun (Sino-Japanese) text composed in the fourteenth century, including the four-line verses and capping phrases written by Giun and those by Honkō from the eighteenth century. In addition, the preface by Giun is included. A complete list of the fascicles with the translation, romanization, and original characters is also presented. The chapter additionally features the author’s own interpretative remarks concerning Giun’s medieval commentary by highlighting the meaning and significance of each of the 60 fascicles and discussing the symbolism and ramification of key examples of Giun’s and Honkō’s poetic imagery. Reading through these materials highlights various literary motifs and religious themes that characterize the verse comments.</jats:p>",employee engagement,1.0,,Oxford University PressNew York,Flowers Blooming on a Withered Tree,book-chapter
Screening Films for Full Houses: The 2020 True/False Festival Finds an Enthusiastic Audience,10.3998/fc.13761232.0044.306,0,Brad Prager,,employee engagement,0.0,,University of Michigan Library,Film Criticism,journal-article
1 True-Crime Obsessions,10.1515/9781626379138-002,2020,,,employee engagement,1.0,,Lynne Rienner Publishers,"Fear, Justice, and Modern True Crime",book-chapter
Inclusive Access and Student Engagement: How Inclusive Access Spurs Students to Own Learning in a High-Enrollment Statistics Course,10.1007/978-3-030-45730-3_14,2020,Henry Wakhungu; Dina Yankelewitz,,employee engagement,1.0,,Springer International Publishing,Inclusive Access and Open Educational Resources E-text Programs in Higher Education,book-chapter
Mobile Phone Contamination in Clinical Environments ‘The True Extent’,10.1099/acmi.fis2019.po0001,2020,Rebecca Simmonds; Emma Hayhust,"<jats:p>Smart phones are integral , especially within healthcare. However, there are increasing concerns regarding their contamination and potential infection control risk. Bacteria under selective pressure can rapidly acquire resistant mechanisms leading to the assumption; mobile phones used within clinical environment may harbour bacteria associated with a higher infection mortality rate.</jats:p>
               <jats:p>Using next generation sequencing technology, characterise the true extent of bacterial contamination on mobile phones of hospital staff and determine the presence of multi-drug resistant bacteria associated with hospital acquired infections.</jats:p>
               <jats:p>DNA was extracted from the swab tips of 450 Particpant’s mobile phones. 16S rRNA primers were used to characterise and compare the microbiome on devices from the hospital staff and a control group. <jats:italic>Staphylococcus aureus</jats:italic> and <jats:italic>Enterococcus faecalis</jats:italic> underwent Kirby Baur disc diffusion.</jats:p>
               <jats:p>Results The microbiome revealed the extent of contamination far exceeds anything previously reported. In particular, gram-negative bacteria (including several important potential pathogens) were grossly under detected. 198 bacteria genus were discovered on mobile phones of which 34 were unique to the hospital. Differences were also detected between hospital departments. MRSA, VRSA and VRE were only detected within the hospital group.</jats:p>
               <jats:p>Our results indicate traditional culture-dependent swabbing methods don’t provide an accurate account of mobile phone contamination. This may also be true in other areas relevant to infection control. Used within clinical environments could expose patients to unknown levels of multi drug resistant bacteria. Decontamination between patient contact should be a necessity to prevent the undermining of hand hygiene and the transmission of MDR bacteria.</jats:p>",employee engagement,1.0,,Microbiology Society,Access Microbiology,journal-article
3 Modern True Crime,10.1515/9781626379138-004,2020,,,employee engagement,1.0,,Lynne Rienner Publishers,"Fear, Justice, and Modern True Crime",book-chapter
"Chapter 2. Toward the Text of It’s All True, Based on the Work in Progress",10.1525/9780520938144-006,2019,,,employee engagement,0.8,,University of California Press,It’s All True,book-chapter
Phd Support Groups: From Sceptic to True Believer,10.47967/tor2022/vol8.14,0,Kim Collet,"<jats:p>PhDs can be lonely and challenging endeavours; students come across setbacks, imposter syndrome sets in, motivation wanes and productivity slows (Denman et al, 2018 : Gin et al, 2021). However, when students can access quality support, these issues can be overcome (Naylor et al, 2018 : Elliot, 2020). Nonetheless, there can be challenges in being able to access this and pitfalls leading to negative experiences. In order to explore this, this essay will reflect on my own experiences of one type of support: informal PhD support groups. I joined my support group when I started to struggle with my PhD in 2021 despite my scepticism of the benefits and time ‘cost’. However, it has offered me the benefits of advice, reassurance, community and collaboration by the way in which it is run and how the members approach it. Thus, I have been converted from sceptic to true believer and I will conclude this essay by encouraging all fellow PhD students to give them a chance. Keywords: PhD support groups, advice, reassurance, community, collaboration</jats:p>",employee engagement,0.0,,South West Doctoral Training Partnership,The Open Review Journal,journal-article
The Rule of a True King,10.2307/j.ctt6wq19b.14,0,,,employee engagement,0.0,,Princeton University Press,Xunzi,book-chapter
The True King and the Hegemon,10.2307/j.ctt6wq19b.16,0,,,employee engagement,0.0,,Princeton University Press,Xunzi,book-chapter
True cost of data,10.31219/osf.io/bwsy6,0, wikiarchiving,<p>How the data will affect lives</p>,employee engagement,0.0,,Center for Open Science,,posted-content
True War Stories,10.2307/j.ctv3dnns9.23,0,,,employee engagement,0.0,,Potomac Books,After Combat,book-chapter
An Uneasy Accord: LA Museums Open Their Walls to Comics as True Works of Art,10.14325/mississippi/9781496828118.003.0031,2020,Scott Timberg,"<p>This chapter contains an in-depth exploration of the issues surrounding comics and museums written by cultural journalist Scott Timberg for the <italic>Los Angeles Times</italic> in 2005 during the opening of the <italic>Masters of American Comics</italic> exhibition at the Hammer Museum and the Museum of Contemporary Art, Los Angeles. This chapter includes interviews with Ann Philbin, Art Spiegelman, John Carlin, and Brian Walker about the organization of the show. This chapter discusses the valuation of comic art versus fine art, the disillusionment some cartoonists feel about art school and contemporary fine art, and opinions on the future of comic art shows from curators at other museums.</p>",employee engagement,1.0,,University Press of Mississippi,Comic Art in Museums,book-chapter
How Calculating the True Volume of Blood Loss on the Background of the Physiological Loss of Liquids in Practice,10.16966/2469-6714.129,0,Belousov A; Malygon E; Yavorskiy V,,employee engagement,0.0,,"Sci Forschen, Inc.",Clinical Research: Open Access,journal-article
In a Dream It All Has to Be True Like the Moon,10.2307/j.ctt5hjqvf.29,0,,,employee engagement,0.0,,University of Pittsburgh Press,Grace,book-chapter
true date-time group,10.1007/springerreference_27565,0,,,employee turnover,0.0,,Springer-Verlag,SpringerReference,reference-entry
P-glycoprotein Expressing-B cell associated Active True Renal Lupus Vasculitis in Lupus Nephritis,10.35248/2684-1630.20.5.150,0,Shizuyo Tsujimura; Akio Kawabe; Yoshiya Tanaka,,employee turnover,0.0,,Longdom Group,Lupus: Open Access,journal-article
